,School_Name,School_District,School_Address,School_Phone_Number,Principal_FName,Principal_LName,Grades,School_Type,Super_Phone_Number,Super_FName,Super_LName
979,Trailside Middle,Loudoun County Public Schools,"20325 Claiborne Parkway Ashburn, VA 20147",571-252-2280,Bridget,Beichler,6-8,Middle,571-252-1000,Scott,Ziegler
980,Willard Middle,Loudoun County Public Schools,"40915 Braddock Road Aldie, VA 20105",571-367-4040,Jeff,Rounsley,6-8,Middle,571-252-1000,Scott,Ziegler
981,Briar Woods High,Loudoun County Public Schools,"22525 Belmont Ridge Road Ashburn, VA 20148",703-957-4400,Sheila,Alzate,9-12,High,571-252-1000,Scott,Ziegler
982,Broad Run High,Loudoun County Public Schools,"21670 Ashburn Rd Ashburn, VA 20147",571-252-2300,David,Spage,9-12,High,571-252-1000,Scott,Ziegler
983,Freedom High,Loudoun County Public Schools,"25450 Riding Center Drive South Riding, VA 20152",703-957-4300,Neelum,Chaudhry,9-12,High,571-252-1000,Scott,Ziegler
984,Independence High,Loudoun County Public Schools,"23115 Learning Circle Ashburn, VA 20148",571-367-4200,John,Gabriel,9-12,High,571-252-1000,Scott,Ziegler
985,John Champe High,Loudoun County Public Schools,"41535 Sacred Mountain Street Aldie, VA 20105",703-722-2680,Kevin,Tyson,9-12,High,571-252-1000,Scott,Ziegler
986,Lightridge High,Loudoun County Public Schools,"41025 Collaboration Drive Aldie, VA 20105",571-367-4100,Ryan,Hitchman,9-12,High,571-252-1000,Scott,Ziegler
987,Loudoun County High,Loudoun County Public Schools,"415 Dry Mill Rd SW Leesburg, VA 20175",571-252-2000,Michelle,Luttrell,9-12,High,571-252-1000,Scott,Ziegler
988,Loudoun Valley High,Loudoun County Public Schools,"340 N Maple Ave Purcellville, VA 20132",540-751-2400,Susan,Ross,9-12,High,571-252-1000,Scott,Ziegler
989,Park View High,Loudoun County Public Schools,"400 W Laurel Ave Sterling, VA 20164",571-434-4500,Jason,Jefferson,9-12,High,571-252-1000,Scott,Ziegler
990,Potomac Falls High,Loudoun County Public Schools,"46400 Algonkian Pkwy Potomac Falls, VA 20165",571-434-3200,Brandon,Wolfe,9-12,High,571-252-1000,Scott,Ziegler
991,Riverside High,Loudoun County Public Schools,"19019 Upper Belmont Place Leesburg, VA 20176",703-554-8900,Douglas,Anderson,9-12,High,571-252-1000,Scott,Ziegler
992,Stone Bridge High,Loudoun County Public Schools,"43100 Hay Road Ashburn, VA 20147",571-252-2200,Timothy,Flynn,9-12,High,571-252-1000,Scott,Ziegler
993,Dominion High,Loudoun County Public Schools,"21326 Augusta Dr. Sterling, VA 20164",571-434-4400,John,Brewer,PK-12,Combined,571-252-1000,Scott,Ziegler
994,Heritage High,Loudoun County Public Schools,"520 Evergreen Mill Rd. SE Leesburg, VA 20175",571-252-2800,Jeffrey,Adam,PK-12,Combined,571-252-1000,Scott,Ziegler
995,Rock Ridge High,Loudoun County Public Schools,"43460 Loudoun Reserve Drive Ashburn, VA 20148",703-996-2100,John,Duellman,PK-12,Combined,571-252-1000,Scott,Ziegler
996,Tuscarora High,Loudoun County Public Schools,"801 North King Street Leesburg, VA 20176",571-252-1900,Pamela,Croft,PK-12,Combined,571-252-1000,Scott,Ziegler
997,Woodgrove High,Loudoun County Public Schools,"36811 Allder School Road Purcellville, VA 20132",571-751-2600,Sam,Shipp,PK-12,Combined,571-252-1000,Scott,Ziegler
998,W.O. Robey High,Loudoun County Public Schools,"21328 AUGUSTA DRIVE Sterling, VA 20164",571-434-4500,Jeanene,Sims,9-12,High,571-252-1000,Scott,Ziegler
999,Hillsboro Charter Academy,Loudoun County Public Schools,"37110 Charles Town Pike Purcellville, VA 20132",540-751-2560,Paul,Vickers,KG-5,Elementary,571-252-1000,Scott,Ziegler
1000,Middleburg Community Charter,Loudoun County Public Schools,"101 North Madison Street Middleburg, VA 20117",540-687-5048,Stephen,Robinson,KG-5,Elementary,571-252-1000,Scott,Ziegler
1001,Jouett Elementary,Louisa County Public Schools,"315 Jouett School Rd Mineral, VA 23117",540-872-3931,Julie,Bryant,PK-5,Elementary,540-894-5115,Doug,Straley
1002,Moss-Nuckols Elementary,Louisa County Public Schools,"2055 Courthouse Road Louisa, VA 23093",540-967-1347,Anita,Roane,PK-5,Elementary,540-894-5115,Doug,Straley
1003,Thomas Jefferson Elementary,Louisa County Public Schools,"1782 Jefferson Hwy Louisa, VA 23093",540-967-0492,Teresa,Byers,PK-5,Elementary,540-894-5115,Doug,Straley
1004,Trevilians Elementary,Louisa County Public Schools,"2035 Spotswood Trail Louisa, VA 23093",540-967-1108,Gary,Black,PK-5,Elementary,540-894-5115,Doug,Straley
1005,Louisa County Middle,Louisa County Public Schools,"1009 Davis Hwy Mineral, VA 23117",540-894-5115,Amanda,Harper,6-8,Middle,540-894-5115,Doug,Straley
1006,Louisa County High,Louisa County Public Schools,"757 Davis Hwy Mineral, VA 23117",540-894-5436,Lee,Downey,9-12,High,540-894-5115,Doug,Straley
1007,Kenbridge Elementary,Lunenburg County Public Schools,"215 Nottoway Falls Rd Kenbridge, VA 23944-0907",434-676-2491,Tammy,Matthews,PK-5,Elementary,434-676-2467,Charles,Berkley
1008,Victoria Elementary,Lunenburg County Public Schools,"1521 Eighth St Victoria, VA 23974-9514",434-696-2163,Julie,Dalton,KG-5,Elementary,434-676-2467,Charles,Berkley
1009,Lunenburg Middle,Lunenburg County Public Schools,"583 Tomlinson Road Victoria, VA 23974-9515",434-696-2161,Michelle,Jones-Finney,6-8,Middle,434-676-2467,Charles,Berkley
1010,Central High,Lunenburg County Public Schools,"131 K-V Rd Victoria, VA 23974-9518",434-696-2137,Michelle,Howell,9-12,High,434-676-2467,Charles,Berkley
1011,Bedford Hills Elementary,Lynchburg Public Schools,"4330 Morningside Dr Lynchburg, VA 24503-4325",434-515-5210,Sherrie,Steele,KG-5,Elementary,434-515-5000,Crystal,Edwards
1012,Dearington Elementary/Innovation,Lynchburg Public Schools,"210 Smyth St Lynchburg, VA 24501-1539",434-515-5220,Kelly,Bivens,KG-5,Elementary,434-515-5000,Crystal,Edwards
1013,Heritage Elementary,Lynchburg Public Schools,"501 Leesville Rd Lynchburg, VA 24502-2392",434-515-5230,Sharon,Anderson,KG-5,Elementary,434-515-5000,Crystal,Edwards
1014,Linkhorne Elementary,Lynchburg Public Schools,"2501 Linkhorne Dr Lynchburg, VA 24503-3398",434-515-5240,Lillian,Guzlowski,KG-5,Elementary,434-515-5000,Crystal,Edwards
1015,Paul Munro Elementary,Lynchburg Public Schools,"4641 Locksview Rd Lynchburg, VA 24503-1999",434-515-5260,Donna,Baer,PK-5,Elementary,434-515-5000,Crystal,Edwards
1016,Perrymont Elementary,Lynchburg Public Schools,"409 Perrymont Ave Lynchburg, VA 24502-1199",434-515-5250,Dominique,Foster,PK-5,Elementary,434-515-5000,Crystal,Edwards
1017,Robert S. Payne Elementary,Lynchburg Public Schools,"1201 Floyd St Lynchburg, VA 24501-1913",434-515-5270,Kellie,Baldwin,PK-5,Elementary,434-515-5000,Crystal,Edwards
1018,Sandusky Elementary,Lynchburg Public Schools,"5828 Apache Ln Lynchburg, VA 24502-4998",434-515-5280,Derrick,Womack,KG-5,Elementary,434-515-5000,Crystal,Edwards
1019,Sheffield Elementary,Lynchburg Public Schools,"115 Kenwood Place Lynchburg, VA 24502-2119",434-515-5290,Lisa,Lee,KG-5,Elementary,434-515-5000,Crystal,Edwards
1020,T.C. Miller Elementary School for Innovation,Lynchburg Public Schools,"600 Mansfield Ave Lynchburg, VA 24501-3340",434-515-5300,Jeff,Guerin,KG-5,Elementary,434-515-5000,Crystal,Edwards
1021,William M. Bass Elementary,Lynchburg Public Schools,"1730 Seabury Ave Lynchburg, VA 24501-4426",434-515-5200,Monica,Hendricks,KG-5,Elementary,434-515-5000,Crystal,Edwards
1022,Linkhorne Middle,Lynchburg Public Schools,"2525 Linkhorne Dr Lynchburg, VA 24503-3399",434-515-5330,Kathleen,Dills,6-8,Middle,434-515-5000,Crystal,Edwards
1023,Paul Laurence Dunbar Middle for Innovation,Lynchburg Public Schools,"1200 1208 Polk St Lynchburg, VA 24504-3149",434-515-5310,Daniel,Rule,6-8,Middle,434-515-5000,Crystal,Edwards
1024,Sandusky Middle,Lynchburg Public Schools,"805 Chinook Place Lynchburg, VA 24502-4999",434-515-5350,Daniel,Rule,6-8,Middle,434-515-5000,Crystal,Edwards
1025,E.C. Glass High,Lynchburg Public Schools,"2111 Memorial Ave Lynchburg, VA 24501-5599",434-515-5370,Rose,Flaugher,9-12,High,434-515-5000,Crystal,Edwards
1026,Heritage High,Lynchburg Public Schools,"3101 Wards Ferry Rd Lynchburg, VA 24502",434-515-5400,Timothy,Beatty,9-12,High,434-515-5000,Crystal,Edwards
1027,Madison Primary,Madison County Public Schools,"158 Primary School Drive Madison, VA 22727",540-948-3781,John Michael,Coiner,PK-2,Elementary,540-948-5395,Anna Ruth,Graham
1028,Waverly Yowell Elementary,Madison County Public Schools,"1809 North Main Street Madison, VA 22727",540-948-4511,Joseph,Kubricki,3-5,Elementary,540-948-5395,Anna Ruth,Graham
1029,William H. Wetsel Middle,Madison County Public Schools,"186 Mountaineer Lane Madison, VA 22727",540-948-3783,Andrea,Wilson,6-8,Middle,540-948-5395,Anna Ruth,Graham
1030,Madison County High,Madison County Public Schools,"68 Mountaineer Lane Madison, VA 22727",540-948-3785,Betty-Jo,Wynham,9-12,High,540-948-5395,Anna Ruth,Graham
1031,Cougar Elementary,Manassas Park Public Schools,"9330 Brandon St. Manassas Park, VA 20111",703-392-1317,Desiree,Tickle,PK-2,Elementary,703-335-8850,Melissa,Saunders
1032,Manassas Park Elementary,Manassas Park Public Schools,"9298 Cougar Court Manassas Park, VA 20111-1899",703-368-2032,Stacey,Mamon,3-5,Elementary,703-335-8850,Melissa,Saunders
1033,Manassas Park Middle,Manassas Park Public Schools,"8202 Euclid Ave Manassas Park, VA 20111-2394",703-361-1510,Kip,Tuttle,6-8,Middle,703-335-8850,Melissa,Saunders
1034,Manassas Park High,Manassas Park Public Schools,"8200 Euclid Ave Manassas Park, VA 20111-2394",703-361-9131,Charles,Forrest,9-12,High,703-335-8850,Melissa,Saunders
1035,Baldwin Elementary,Manassas Public Schools,"1978 Eagle Way Manassas, VA 20110-5799",571-377-6100,Dave,Rupert,PK-4,Elementary,571-377-6008,Kevin,Newman
1036,Baldwin Intermediate,Manassas Public Schools,"1978 Eagle Way Manassas, VA 20110",571-921-8000,Juliet,Finnegan,5-6,Elementary,571-377-6008,Kevin,Newman
1037,George Carr Round Elementary,Manassas Public Schools,"10100 Hastings Dr Manassas, VA 20110-6092",571-377-6400,Andrew,Wilson,PK-4,Elementary,571-377-6008,Kevin,Newman
1038,Jennie Dean Elementary,Manassas Public Schools,"9601 Prince William St Manassas, VA 20110-4195",571-377-6300,Brian,Coleman,PK-4,Elementary,571-377-6008,Kevin,Newman
1039,Mayfield Intermediate,Manassas Public Schools,"9400 Mayfield Court Manassas, VA 20110",571-377-6600,Donald,Frischkorn,5-6,Elementary,571-377-6008,Kevin,Newman
1040,Richard C. Haydon Elementary,Manassas Public Schools,"9075 Park Ave Manassas, VA 20110-4317",571-377-6200,Karis,Brooks,PK-4,Elementary,571-377-6008,Kevin,Newman
1041,Weems Elementary,Manassas Public Schools,"8750 Weems Rd Manassas, VA 20110-4999",571-377-6500,Michelle,Hupman,PK-4,Elementary,571-377-6008,Kevin,Newman
1042,Grace E. Metz Middle,Manassas Public Schools,"9950 Wellington Road Manassas, VA 20110-5895",571-377-6800,Gary,Morris,7-8,Middle,571-377-6008,Kevin,Newman
1043,Osbourn High,Manassas Public Schools,"1977 Eagle Way Manassas, VA 20110-5756",571-377-7000,Michael,Pflugrath,9-12,High,571-377-6008,Kevin,Newman
1044,Albert Harris Elementary,Martinsville Public Schools,"710 Smith Road Martinsville, VA 24112",276-403-5838,Renee,Brown,KG-5,Elementary,276-403-5820,Zebedee,Talley
1045,Patrick Henry Elementary,Martinsville Public Schools,"1810 Church Street Ext. Martinsville, VA 24112",276-403-5812,Cameron,Cooper,KG-5,Elementary,276-403-5820,Zebedee,Talley
1046,Martinsville Middle,Martinsville Public Schools,"201 Brown St. Martinsville, VA 24112",276-403-5886,Ama,Waller,6-8,Middle,276-403-5820,Zebedee,Talley
1047,Martinsville High,Martinsville Public Schools,"351 Commonwealth Blvd Martinsville, VA 24112",276-403-5870,Ajamu,Dixon,9-12,High,276-403-5820,Zebedee,Talley
1048,Clearview Early Learning Center,Martinsville Public Schools,"800 Ainsley Street Martinsville, VA 24112",276-403-5800,Sheilah,Williams,PK,Elementary,276-403-5820,Zebedee,Talley
1049,Mathews Elementary,Mathews County Public Schools,"Rt 611, 347 Church Street Mathews, VA 23109",804-725-2580,Cynthia,Gray,KG-4,Elementary,804-725-3909,Nancy,Welch
1050,Mathews High,Mathews County Public Schools,"Rt 198, 9889 Buckley Hall Road Mathews, VA 23109",804-725-3702,Andrew,Greve,9-12,High,804-725-3909,Nancy,Welch
1051,Thomas Hunter Middle,Mathews County Public Schools,"Rt 611, 387 Church St Mathews, VA 23109",804-725-2434,Laurel,Byrd,5-8,Combined,804-725-3909,Nancy,Welch
1052,Chase City Elementary,Mecklenburg County Public Schools,"5450 Highway Forty-Seven Chase City, VA 23924",434-372-4770,Frederick,Taylor,PK-5,Elementary,434-738-6111,Paul,Nichols
1053,Clarksville Elementary,Mecklenburg County Public Schools,"1696 Noblin Farm Road Clarksville, VA 23927",434-374-8668,Dominique,Sturdifen,PK-5,Elementary,434-738-6111,Paul,Nichols
1054,LaCrosse Elementary,Mecklenburg County Public Schools,"1000 School Circle La Crosse, VA 23950",434-757-7374,Connie,Puckett,PK-5,Elementary,434-738-6111,Paul,Nichols
1055,South Hill Elementary,Mecklenburg County Public Schools,"1290 Plank Road South Hill, VA 23970",434-447-8134,Lauren,Thompson,PK-5,Elementary,434-738-6111,Paul,Nichols
1056,Mecklenburg County Middle,Mecklenburg County Public Schools,"24999 Hwy 58 Baskerville, VA 23915",434-738-6111,Jonathan,Dixon,6-8,Middle,434-738-6111,Paul,Nichols
1057,Mecklenburg County High,Mecklenburg County Public Schools,"25001 Hwy 58 Baskerville, VA 23915",434-738-6111,Magie,Wilkerson,9-12,High,434-738-6111,Paul,Nichols
1058,Middlesex Elementary,Middlesex County Public Schools,"823 Philpot Rd. Locust Hill, VA 23092",804-758-2496,Danielle,Daniel,PK-5,Elementary,804-758-2277,Tracy,Seitz
1059,St. Clare Walker Middle,Middlesex County Public Schools,"6814 General Puller Highway Locust Hill, VA 23092",804-758-2561,Elizabeth,Sanders,6-8,Middle,804-758-2277,Tracy,Seitz
1060,Middlesex High,Middlesex County Public Schools,"454 General Puller Highway Saluda, VA 23149",804-758-2132,Susan,Fleet,9-12,High,804-758-2277,Tracy,Seitz
1061,Auburn Elementary,Montgomery County Public Schools,"1760 AUBURN SCHOOL DR. Riner, VA 24149",540-381-6521,Kimberly,Rygas,PK-5,Elementary,540-382-5100,Annie,Whitaker
1062,Belview Elementary,Montgomery County Public Schools,"3187 Peppers Ferry Rd Radford, VA 24141",540-633-3200,Chris,Hewitt,PK-5,Elementary,540-382-5100,Annie,Whitaker
1063,Christiansburg Elementary,Montgomery County Public Schools,"160 Wades Lane Christiansburg, VA 24073",540-382-5172,Malinda,Morgan,3-5,Elementary,540-382-5100,Annie,Whitaker
1064,Christiansburg Primary,Montgomery County Public Schools,"240 Betty Drive Christiansburg, VA 24073",540-382-5175,Jessica,Jones,PK-2,Elementary,540-382-5100,Annie,Whitaker
1065,Eastern Montgomery Elementary,Montgomery County Public Schools,"4580 Eastern Montgomery Ln. Elliston, VA 24087",540-268-1147,Lori,Comer,PK-5,Elementary,540-382-5100,Annie,Whitaker
1066,Falling Branch Elementary,Montgomery County Public Schools,"735 Falling Branch Rd Christiansburg, VA 24073",540-381-6145,Ann,Mitchell,PK-5,Elementary,540-382-5100,Annie,Whitaker
1067,Gilbert Linkous Elementary,Montgomery County Public Schools,"813 Toms Creek Rd Blacksburg, VA 24060",540-951-5726,Michelle,Flynn,PK-5,Elementary,540-382-5100,Annie,Whitaker
1068,Harding Avenue Elementary,Montgomery County Public Schools,"429 Harding Avenue Blacksburg, VA 24060",540-951-5732,Steven,Sizemore,KG-5,Elementary,540-382-5100,Annie,Whitaker
1069,Kipps Elementary,Montgomery County Public Schools,"2801 Prices Fork Rd Blacksburg, VA 24060",540-951-5760,Mark,Crummey,KG-5,Elementary,540-382-5100,Annie,Whitaker
1070,Margaret Beeks Elementary,Montgomery County Public Schools,"709 Airport Rd Blacksburg, VA 24060",540-951-5700,Beth,Poff,PK-5,Elementary,540-382-5100,Annie,Whitaker
1071,Prices Fork Elementary,Montgomery County Public Schools,"4021 Prices Fork Rd Blacksburg, VA 24060",540-951-5736,Melanie,Harrell,PK-5,Elementary,540-382-5100,Annie,Whitaker
1072,Auburn Middle,Montgomery County Public Schools,"4163 Riner Rd Riner, VA 24149",540-382-5165,Meggan,Marshall,6-8,Middle,540-382-5100,Annie,Whitaker
1073,Blacksburg Middle,Montgomery County Public Schools,"3109 Price's Fork Rd. Blacksburg, VA 24060",540-951-5800,David,Byrd,6-8,Middle,540-382-5100,Annie,Whitaker
1074,Christiansburg Middle,Montgomery County Public Schools,"1205 Buffalo Drive, NW Christiansburg, VA 24073",540-394-2180,Andrew,Hipple,6-8,Middle,540-382-5100,Annie,Whitaker
1075,Shawsville Middle,Montgomery County Public Schools,"4179 Old Town Rd Shawsville, VA 24162",540-268-2262,Brandon,Keith,6-8,Middle,540-382-5100,Annie,Whitaker
1076,Auburn High,Montgomery County Public Schools,"1650 AUBURN SCHOOL DR Riner, VA 24149",540-382-5160,Chris,Stewart,9-12,High,540-382-5100,Annie,Whitaker
1077,Blacksburg High,Montgomery County Public Schools,"3401 Bruin Lane Blacksburg, VA 24060",540-951-5706,Adam,Simpson,9-12,High,540-382-5100,Annie,Whitaker
1078,Christiansburg High,Montgomery County Public Schools,"100 Independence Blvd Christiansburg, VA 24073",540-382-5178,Gene,Jones,9-12,High,540-382-5100,Annie,Whitaker
1079,Eastern Montgomery High,Montgomery County Public Schools,"4695 Crozier Rd Elliston, VA 24087",540-268-3010,Michael Todd,Lewis,9-12,High,540-382-5100,Annie,Whitaker
1080,Rockfish River Elementary,Nelson County Public Schools,"200 Chapel Hollow Rd Afton, VA 22920",434-361-1791,Jody,Coffey,PK-5,Elementary,434-260-7646,Amanda,Hester
1081,Tye River Elementary,Nelson County Public Schools,"5198 Thomas Nelson Hwy Arrington, VA 22922",434-263-8960,Tonya Cook,Carter,PK-5,Elementary,434-260-7646,Amanda,Hester
1082,Nelson Middle,Nelson County Public Schools,"6925 Thomas Nelson Highway Lovingston, VA 22949",434-263-4801,Scott,Belako,6-8,Middle,434-260-7646,Amanda,Hester
1083,Nelson County High,Nelson County Public Schools,"6919 Thomas Nelson Hwy Lovingston, VA 22949",434-263-8317,Kevin,Walker,9-12,High,434-260-7646,Amanda,Hester
1084,George W. Watkins Elementary,New Kent County Public Schools,"6501 New Kent Hwy Quinton, VA 23141",804-966-9660,Tammy,Krejcarek,PK-5,Elementary,804-966-9650,Brian,Nichols
1085,New Kent Elementary,New Kent County Public Schools,"11705 New Kent Hwy New Kent, VA 23124",804-966-9663,Amy,Stamm,PK-5,Elementary,804-966-9650,Brian,Nichols
1086,Quinton Elementary,New Kent County Public Schools,"8325 S. Quaker Rd Quinton, VA 23141",804-966-8586,Christine,Pilger,PK-5,Elementary,804-966-9650,Brian,Nichols
1087,New Kent Middle,New Kent County Public Schools,"7501 Egypt Road New Kent, VA 23124",804-966-9655,Frank,Wheeler,6-8,Middle,804-966-9650,Brian,Nichols
1088,New Kent High,New Kent County Public Schools,"7365 Egypt Rd New Kent, VA 23124",804-966-9671,Chris,Valdrighi,9-12,High,804-966-9650,Brian,Nichols
1089,Achievable Dream Academy,Newport News Public Schools,"726 16th St. Newport News, VA 23607",757-928-6827,Terra,Chalmers-Harris,PK-5,Elementary,757-591-4500,George Parker,III
1090,B.C. Charles Elementary,Newport News Public Schools,"701 Menchville Road Newport News, VA 23602",757-886-7750,Oriel,Robinson-Taylor,PK-5,Elementary,757-591-4500,George Parker,III
1091,Carver Elementary,Newport News Public Schools,"6160 Jefferson Ave Newport News, VA 23605",757-591-4950,Diane,Willis,PK-5,Elementary,757-591-4500,George Parker,III
1092,David A. Dutrow Elementary,Newport News Public Schools,"60 Curtis Tignor Rd Newport News, VA 23608",757-886-7760,Karen,Brown,PK-5,Elementary,757-591-4500,George Parker,III
1093,Deer Park Elementary,Newport News Public Schools,"11541 Jefferson Ave Newport News, VA 23601",757-591-7470,Mary Jo,Anastasio,PK-5,Elementary,757-591-4500,George Parker,III
1094,Discovery STEM Academy,Newport News Public Schools,"1712 Chestnut Ave Newport News, VA 23607",757-928-6838,Travis,Humble,KG-5,Elementary,757-591-4500,George Parker,III
